DateCode,FeatureName,Energy Type,Value
2008,City of Edinburgh,Electricity,4462.396000000001
2008,City of Edinburgh,Gas,5342.055
2008,City of Edinburgh,Manufactured Fuels,5.309
2008,City of Edinburgh,Petroleum Products,3281.7230000000004
2008,Clackmannanshire,Bioenergy & Wastes,7.987
2008,Clackmannanshire,Coal,1.647
2008,Clackmannanshire,Electricity,591.3620000000001
2008,Clackmannanshire,Gas,1207.5900000000001
2008,Clackmannanshire,Manufactured Fuels,5.4510000000000005
2008,Clackmannanshire,Petroleum Products,336.763
2008,Dumfries and Galloway,Bioenergy & Wastes,124.24199999999999
2008,Dumfries and Galloway,Coal,46.857
2008,Dumfries and Galloway,Electricity,1365.769
2008,Dumfries and Galloway,Gas,1289.313
2008,Dumfries and Galloway,Manufactured Fuels,40.336
2008,Dumfries and Galloway,Petroleum Products,2999.302
2008,Dundee City,Bioenergy & Wastes,19.415999999999997
2008,Dundee City,Coal,0.222
2008,Dundee City,Electricity,1301.047
2008,Dundee City,Gas,1590.402
2008,Dundee City,Manufactured Fuels,0.95
2008,Dundee City,Petroleum Products,1041.995
2008,East Ayrshire,Bioenergy & Wastes,207.876
2008,East Ayrshire,Coal,44.782
2008,East Ayrshire,Electricity,768.755
2008,East Ayrshire,Gas,1320.7379999999998
2008,East Ayrshire,Manufactured Fuels,7.746
2008,East Ayrshire,Petroleum Products,1145.009
2008,East Dunbartonshire,Bioenergy & Wastes,12.741
2008,East Dunbartonshire,Coal,1.611
2008,East Dunbartonshire,Electricity,579.035
2008,East Dunbartonshire,Gas,1082.474
2008,East Dunbartonshire,Manufactured Fuels,2.6679999999999997
2008,East Dunbartonshire,Petroleum Products,561.7379999999999
2008,East Lothian,Bioenergy & Wastes,343.647
2008,East Lothian,Coal,445.347
2008,East Lothian,Electricity,841.104
2008,East Lothian,Gas,866.702
2008,East Lothian,Manufactured Fuels,8.569
2008,East Lothian,Petroleum Products,931.146
2008,East Renfrewshire,Bioenergy & Wastes,16.616
2008,East Renfrewshire,Coal,1.075
2008,East Renfrewshire,Electricity,338.701
2008,East Renfrewshire,Gas,899.871
2008,East Renfrewshire,Manufactured Fuels,2.638
2008,East Renfrewshire,Petroleum Products,663.371
2008,Falkirk,Bioenergy & Wastes,33.284
2008,Falkirk,Coal,3.756
2008,Falkirk,Electricity,1281.383
2008,Falkirk,Gas,1922.3580000000002
2008,Falkirk,Manufactured Fuels,499.863
2008,Falkirk,Petroleum Products,18523.165
2008,Fife,Bioenergy & Wastes,68.247
2008,Fife,Coal,973.141
2008,Fife,Electricity,2726.676
2008,Fife,Gas,6204.5470000000005
2008,Fife,Manufactured Fuels,54.156
2008,Fife,Petroleum Products,7961.739999999999
2008,Glasgow City,Bioenergy & Wastes,76.238
2008,Glasgow City,Coal,1.408
2008,Glasgow City,Electricity,5536.81
2008,Glasgow City,Gas,6379.985
2008,Glasgow City,Manufactured Fuels,5.765
2008,Glasgow City,Petroleum Products,3624.724
2008,Highland,Bioenergy & Wastes,257.327
2008,Highland,Coal,96.58
2008,Highland,Electricity,2757.903
2008,Highland,Gas,1249.433
2008,Highland,Manufactured Fuels,24.831999999999997
2008,Highland,Petroleum Products,3589.62
2008,Inverclyde,Bioenergy & Wastes,12.213000000000001
2008,Inverclyde,Coal,0.774
2008,Inverclyde,Electricity,604.225
2008,Inverclyde,Gas,796.051
2008,Inverclyde,Manufactured Fuels,2.194
2008,Inverclyde,Petroleum Products,522.885
2008,Midlothian,Bioenergy & Wastes,18.372
2008,Midlothian,Coal,11.43
2008,Midlothian,Electricity,534.654
2008,Midlothian,Gas,744.181
2008,Midlothian,Manufactured Fuels,4.007
2008,Midlothian,Petroleum Products,663.053
2008,Moray,Bioenergy & Wastes,21.334
2008,Moray,Coal,14.841000000000001
2008,Moray,Electricity,883.113
2008,Moray,Gas,1810.163
2008,Moray,Manufactured Fuels,7.792
2008,Moray,Petroleum Products,967.5799999999999
2008,Na h-Eileanan Siar,Bioenergy & Wastes,9.416
2008,Na h-Eileanan Siar,Coal,13.796
2008,Na h-Eileanan Siar,Electricity,209.969
2008,Na h-Eileanan Siar,Gas,0.0
2008,Na h-Eileanan Siar,Manufactured Fuels,3.848
2008,Na h-Eileanan Siar,Petroleum Products,419.785
2008,North Ayrshire,Bioenergy & Wastes,181.828
2008,North Ayrshire,Coal,240.907
2008,North Ayrshire,Electricity,1417.1390000000001
2008,North Ayrshire,Gas,2814.612
2008,North Ayrshire,Manufactured Fuels,5.0
2008,North Ayrshire,Petroleum Products,871.551
2008,North Lanarkshire,Bioenergy & Wastes,74.632
2008,North Lanarkshire,Coal,4.772
2008,North Lanarkshire,Electricity,2523.0119999999997
2008,North Lanarkshire,Gas,3601.183
2008,North Lanarkshire,Manufactured Fuels,57.843
2008,North Lanarkshire,Petroleum Products,3029.3340000000003
2008,Orkney Islands,Bioenergy & Wastes,5.472
2008,Orkney Islands,Coal,10.454
2008,Orkney Islands,Electricity,192.511
2008,Orkney Islands,Gas,0.0
2008,Orkney Islands,Manufactured Fuels,3.059
2008,Orkney Islands,Petroleum Products,351.582
2008,Perth and Kinross,Bioenergy & Wastes,59.667
2008,Perth and Kinross,Coal,16.796
2008,Perth and Kinross,Electricity,1259.227
2008,Perth and Kinross,Gas,1143.451
2008,Perth and Kinross,Manufactured Fuels,10.545
2008,Perth and Kinross,Petroleum Products,2606.857
2008,Renfrewshire,Bioenergy & Wastes,29.052
2008,Renfrewshire,Coal,1.227
2008,Renfrewshire,Electricity,1398.275
2008,Renfrewshire,Gas,1871.651
2008,Renfrewshire,Manufactured Fuels,2.121
2008,Renfrewshire,Petroleum Products,1403.737
2008,Scottish Borders,Bioenergy & Wastes,45.54
2008,Scottish Borders,Coal,51.031
2008,Scottish Borders,Electricity,894.394
2008,Scottish Borders,Gas,935.3770000000001
2008,Scottish Borders,Manufactured Fuels,9.360000000000001
2008,Scottish Borders,Petroleum Products,1619.835
2008,Shetland Islands,Bioenergy & Wastes,7.189
2008,Shetland Islands,Coal,10.9
2008,Shetland Islands,Electricity,295.634
2008,Shetland Islands,Gas,0.0
2008,Shetland Islands,Manufactured Fuels,3.302
2008,Shetland Islands,Petroleum Products,369.995
2008,South Ayrshire,Bioenergy & Wastes,24.055
2008,South Ayrshire,Coal,48.856
2008,South Ayrshire,Electricity,896.184
2008,South Ayrshire,Gas,1409.8
2008,South Ayrshire,Manufactured Fuels,9.132
2008,South Ayrshire,Petroleum Products,1202.935
2008,South Lanarkshire,Bioenergy & Wastes,72.99199999999999
2008,South Lanarkshire,Coal,17.764
2008,South Lanarkshire,Electricity,2338.398
2008,South Lanarkshire,Gas,3102.372
2008,South Lanarkshire,Manufactured Fuels,22.988
2008,South Lanarkshire,Petroleum Products,2992.6040000000003
2008,Stirling,Bioenergy & Wastes,228.33700000000002
2008,Stirling,Coal,7.087
2008,Stirling,Electricity,834.499
2008,Stirling,Gas,1355.627
2008,Stirling,Manufactured Fuels,6.764
2008,Stirling,Petroleum Products,1246.6860000000001
2008,West Dunbartonshire,Bioenergy & Wastes,11.96
2008,West Dunbartonshire,Coal,0.373
2008,West Dunbartonshire,Electricity,643.988
2008,West Dunbartonshire,Gas,911.7560000000001
2008,West Dunbartonshire,Manufactured Fuels,0.917
2008,West Dunbartonshire,Petroleum Products,599.297
2008,West Lothian,Bioenergy & Wastes,39.221000000000004
2008,West Lothian,Coal,3.1770000000000005
2008,West Lothian,Electricity,1528.344
2008,West Lothian,Gas,1965.225
2008,West Lothian,Manufactured Fuels,13.65
2008,West Lothian,Petroleum Products,1672.401
2009,Aberdeen City,Bioenergy & Wastes,39.224000000000004
2009,Aberdeen City,Coal,36.171
2009,Aberdeen City,Electricity,2134.559
2009,Aberdeen City,Gas,2371.754
2009,Aberdeen City,Manufactured Fuels,17.936
2009,Aberdeen City,Petroleum Products,1499.5300000000002
2009,Aberdeenshire,Bioenergy & Wastes,87.218
2009,Aberdeenshire,Coal,66.583
2009,Aberdeenshire,Electricity,2061.5789999999997
2009,Aberdeenshire,Gas,1436.406
2009,Aberdeenshire,Manufactured Fuels,25.834
2009,Aberdeenshire,Petroleum Products,3661.4010000000003
2009,Angus,Bioenergy & Wastes,33.825
2009,Angus,Coal,15.358
2009,Angus,Electricity,878.64
2009,Angus,Gas,943.07
2009,Angus,Manufactured Fuels,4.109999999999999
2009,Angus,Petroleum Products,1262.9689999999998
2009,Argyll and Bute,Bioenergy & Wastes,29.683
2009,Argyll and Bute,Coal,37.403
2009,Argyll and Bute,Electricity,771.212
2009,Argyll and Bute,Gas,504.977
2009,Argyll and Bute,Manufactured Fuels,5.619
2009,Argyll and Bute,Petroleum Products,1163.801
2009,City of Edinburgh,Bioenergy & Wastes,88.463
2009,City of Edinburgh,Coal,20.576999999999998
2009,City of Edinburgh,Electricity,4342.818
2009,City of Edinburgh,Gas,4878.789
2009,City of Edinburgh,Manufactured Fuels,3.4259999999999997
2009,City of Edinburgh,Petroleum Products,3215.89
2009,Clackmannanshire,Bioenergy & Wastes,9.576
2009,Clackmannanshire,Coal,1.717
2009,Clackmannanshire,Electricity,554.1610000000001
2009,Clackmannanshire,Gas,865.626
2009,Clackmannanshire,Manufactured Fuels,3.5919999999999996
2009,Clackmannanshire,Petroleum Products,316.79200000000003
2009,Dumfries and Galloway,Bioenergy & Wastes,128.606
2009,Dumfries and Galloway,Coal,72.323
2009,Dumfries and Galloway,Electricity,1441.849
2009,Dumfries and Galloway,Gas,1092.947
2009,Dumfries and Galloway,Manufactured Fuels,27.499
2009,Dumfries and Galloway,Petroleum Products,2892.818
2009,Dundee City,Bioenergy & Wastes,23.967000000000002
2009,Dundee City,Coal,0.315
2009,Dundee City,Electricity,1264.677
2009,Dundee City,Gas,1469.459
2009,Dundee City,Manufactured Fuels,0.468
2009,Dundee City,Petroleum Products,998.129
2009,East Ayrshire,Bioenergy & Wastes,205.744
2009,East Ayrshire,Coal,55.674
2009,East Ayrshire,Electricity,718.669
2009,East Ayrshire,Gas,1228.018
2009,East Ayrshire,Manufactured Fuels,4.913
2009,East Ayrshire,Petroleum Products,1093.8870000000002
2009,East Dunbartonshire,Bioenergy & Wastes,15.645
2009,East Dunbartonshire,Coal,1.754
2009,East Dunbartonshire,Electricity,536.6
2009,East Dunbartonshire,Gas,991.731
2009,East Dunbartonshire,Manufactured Fuels,1.566
2009,East Dunbartonshire,Petroleum Products,551.44
2009,East Lothian,Bioenergy & Wastes,298.0
2009,East Lothian,Coal,315.486
2009,East Lothian,Electricity,732.24
2009,East Lothian,Gas,808.348
2009,East Lothian,Manufactured Fuels,5.405
2009,East Lothian,Petroleum Products,895.3670000000001
2009,East Renfrewshire,Bioenergy & Wastes,20.272000000000002
2009,East Renfrewshire,Coal,1.083
2009,East Renfrewshire,Electricity,400.794
2009,East Renfrewshire,Gas,822.246
2009,East Renfrewshire,Manufactured Fuels,1.4
2009,East Renfrewshire,Petroleum Products,652.5810000000001
2009,Falkirk,Bioenergy & Wastes,40.254
2009,Falkirk,Coal,3.968
2009,Falkirk,Electricity,1222.575
2009,Falkirk,Gas,1548.136
2009,Falkirk,Manufactured Fuels,673.479
2009,Falkirk,Petroleum Products,17331.251
2009,Fife,Bioenergy & Wastes,244.27900000000002
2009,Fife,Coal,902.183
2009,Fife,Electricity,2562.301
2009,Fife,Gas,4658.26
2009,Fife,Manufactured Fuels,38.288
2009,Fife,Petroleum Products,6981.187
2009,Glasgow City,Bioenergy & Wastes,92.3
2009,Glasgow City,Coal,1.411
2009,Glasgow City,Electricity,4754.894
2009,Glasgow City,Gas,5909.27
2009,Glasgow City,Manufactured Fuels,3.757
2009,Glasgow City,Petroleum Products,3475.132
2009,Highland,Bioenergy & Wastes,350.008
2009,Highland,Coal,112.00699999999999
2009,Highland,Electricity,2521.538
2009,Highland,Gas,1217.656
2009,Highland,Manufactured Fuels,15.535
2009,Highland,Petroleum Products,3533.562
2009,Inverclyde,Bioenergy & Wastes,14.76
2009,Inverclyde,Coal,0.844
2009,Inverclyde,Electricity,541.89
2009,Inverclyde,Gas,724.0179999999999
2009,Inverclyde,Manufactured Fuels,1.241
2009,Inverclyde,Petroleum Products,497.852
2009,Midlothian,Bioenergy & Wastes,20.567
2009,Midlothian,Coal,15.597000000000001
2009,Midlothian,Electricity,505.14
2009,Midlothian,Gas,693.6400000000001
2009,Midlothian,Manufactured Fuels,2.337
2009,Midlothian,Petroleum Products,650.104
2009,Moray,Bioenergy & Wastes,24.504
2009,Moray,Coal,16.125
2009,Moray,Electricity,874.4870000000001
2009,Moray,Gas,1574.083
2009,Moray,Manufactured Fuels,4.757
2009,Moray,Petroleum Products,936.9559999999999
2009,Na h-Eileanan Siar,Bioenergy & Wastes,9.586
2009,Na h-Eileanan Siar,Coal,16.304
2009,Na h-Eileanan Siar,Electricity,210.679
2009,Na h-Eileanan Siar,Gas,0.0
2009,Na h-Eileanan Siar,Manufactured Fuels,2.478
2009,Na h-Eileanan Siar,Petroleum Products,411.842
2009,North Ayrshire,Bioenergy & Wastes,1410.071
2009,North Ayrshire,Coal,51.553000000000004
2009,North Ayrshire,Electricity,1344.75
2009,North Ayrshire,Gas,2408.354
2009,North Ayrshire,Manufactured Fuels,2.931
2009,North Ayrshire,Petroleum Products,850.2040000000001
2009,North Lanarkshire,Bioenergy & Wastes,90.568
2009,North Lanarkshire,Coal,5.58
2009,North Lanarkshire,Electricity,2430.835
2009,North Lanarkshire,Gas,3377.324
2009,North Lanarkshire,Manufactured Fuels,40.818
2009,North Lanarkshire,Petroleum Products,2930.683
2009,Orkney Islands,Bioenergy & Wastes,6.013
2009,Orkney Islands,Coal,12.593
2009,Orkney Islands,Electricity,186.14
2009,Orkney Islands,Gas,0.0
2009,Orkney Islands,Manufactured Fuels,1.929
2009,Orkney Islands,Petroleum Products,344.795
2009,Perth and Kinross,Bioenergy & Wastes,70.773
2009,Perth and Kinross,Coal,19.451999999999998
2009,Perth and Kinross,Electricity,1256.896
2009,Perth and Kinross,Gas,1062.651
2009,Perth and Kinross,Manufactured Fuels,6.474
2009,Perth and Kinross,Petroleum Products,2549.287
2009,Renfrewshire,Bioenergy & Wastes,34.925
2009,Renfrewshire,Coal,1.319
2009,Renfrewshire,Electricity,1407.5169999999998
2009,Renfrewshire,Gas,1754.232
2009,Renfrewshire,Manufactured Fuels,1.156
2009,Renfrewshire,Petroleum Products,1326.8760000000002
2009,Scottish Borders,Bioenergy & Wastes,43.065
2009,Scottish Borders,Coal,63.237
2009,Scottish Borders,Electricity,902.528
2009,Scottish Borders,Gas,863.962
2009,Scottish Borders,Manufactured Fuels,6.14
2009,Scottish Borders,Petroleum Products,1556.681
2009,Shetland Islands,Bioenergy & Wastes,7.5760000000000005
2009,Shetland Islands,Coal,14.196
2009,Shetland Islands,Electricity,291.613
2009,Shetland Islands,Gas,0.0
2009,Shetland Islands,Manufactured Fuels,2.127
2009,Shetland Islands,Petroleum Products,358.46299999999997
2009,South Ayrshire,Bioenergy & Wastes,28.835
2009,South Ayrshire,Coal,54.118
2009,South Ayrshire,Electricity,847.8900000000001
2009,South Ayrshire,Gas,1287.274
2009,South Ayrshire,Manufactured Fuels,5.785
2009,South Ayrshire,Petroleum Products,1184.027
2009,South Lanarkshire,Bioenergy & Wastes,85.271
2009,South Lanarkshire,Coal,20.976
2009,South Lanarkshire,Electricity,2115.299
2009,South Lanarkshire,Gas,2725.226
2009,South Lanarkshire,Manufactured Fuels,15.921000000000001
2009,South Lanarkshire,Petroleum Products,2923.7039999999997
2009,Stirling,Bioenergy & Wastes,228.441
2009,Stirling,Coal,8.8
2009,Stirling,Electricity,814.093
2009,Stirling,Gas,1259.233
2009,Stirling,Manufactured Fuels,4.2219999999999995
2009,Stirling,Petroleum Products,1199.007
2009,West Dunbartonshire,Bioenergy & Wastes,15.132
2009,West Dunbartonshire,Coal,0.42200000000000004
2009,West Dunbartonshire,Electricity,647.818
2009,West Dunbartonshire,Gas,813.674
2009,West Dunbartonshire,Manufactured Fuels,0.542
2009,West Dunbartonshire,Petroleum Products,596.5949999999999
2009,West Lothian,Bioenergy & Wastes,47.671
2009,West Lothian,Coal,3.5029999999999997
2009,West Lothian,Electricity,1422.4389999999999
2009,West Lothian,Gas,1817.779
2009,West Lothian,Manufactured Fuels,9.416
2009,West Lothian,Petroleum Products,1632.48
2010,Aberdeen City,Bioenergy & Wastes,44.827999999999996
2010,Aberdeen City,Coal,41.245000000000005
2010,Aberdeen City,Electricity,2152.096
2010,Aberdeen City,Gas,2364.478
2010,Aberdeen City,Manufactured Fuels,18.240000000000002
2010,Aberdeen City,Petroleum Products,1481.509
2010,Aberdeenshire,Bioenergy & Wastes,102.61500000000001
2010,Aberdeenshire,Coal,73.63999999999999
2010,Aberdeenshire,Electricity,2077.377
2010,Aberdeenshire,Gas,1407.384
2010,Aberdeenshire,Manufactured Fuels,26.713
2010,Aberdeenshire,Petroleum Products,3757.6310000000003
2010,Angus,Bioenergy & Wastes,39.425
2010,Angus,Coal,18.432000000000002
2010,Angus,Electricity,872.9649999999999
2010,Angus,Gas,940.682
2010,Angus,Manufactured Fuels,4.333
2010,Angus,Petroleum Products,1283.757
2010,Argyll and Bute,Bioenergy & Wastes,33.378
2010,Argyll and Bute,Coal,44.44
2010,Argyll and Bute,Electricity,779.75
2010,Argyll and Bute,Gas,483.034
2010,Argyll and Bute,Manufactured Fuels,5.976999999999999
2010,Argyll and Bute,Petroleum Products,1206.587
2010,City of Edinburgh,Bioenergy & Wastes,99.554
2010,City of Edinburgh,Coal,26.406000000000002
2010,City of Edinburgh,Electricity,4294.234
2010,City of Edinburgh,Gas,4895.998
2010,City of Edinburgh,Manufactured Fuels,3.579
2010,City of Edinburgh,Petroleum Products,3119.487
2010,Clackmannanshire,Bioenergy & Wastes,11.689
2010,Clackmannanshire,Coal,1.712
2010,Clackmannanshire,Electricity,569.91
2010,Clackmannanshire,Gas,1173.6399999999999
2010,Clackmannanshire,Manufactured Fuels,4.041
2010,Clackmannanshire,Petroleum Products,320.451
2010,Dumfries and Galloway,Bioenergy & Wastes,135.88
2010,Dumfries and Galloway,Coal,81.503
2010,Dumfries and Galloway,Electricity,1512.2930000000001
2010,Dumfries and Galloway,Gas,1214.8890000000001
2010,Dumfries and Galloway,Manufactured Fuels,30.948
2010,Dumfries and Galloway,Petroleum Products,2922.734
2010,Dundee City,Bioenergy & Wastes,27.88
2010,Dundee City,Coal,0.313
2010,Dundee City,Electricity,1247.973
2010,Dundee City,Gas,1415.9070000000002
2010,Dundee City,Manufactured Fuels,0.473
2010,Dundee City,Petroleum Products,973.265
2010,East Ayrshire,Bioenergy & Wastes,206.512
2010,East Ayrshire,Coal,75.22399999999999
2010,East Ayrshire,Electricity,776.965
2010,East Ayrshire,Gas,1196.01
2010,East Ayrshire,Manufactured Fuels,4.994000000000001
2010,East Ayrshire,Petroleum Products,1088.426
2010,East Dunbartonshire,Bioenergy & Wastes,18.67
2010,East Dunbartonshire,Coal,1.782
2010,East Dunbartonshire,Electricity,558.086
2010,East Dunbartonshire,Gas,980.821
2010,East Dunbartonshire,Manufactured Fuels,1.643
2010,East Dunbartonshire,Petroleum Products,537.42
2010,East Lothian,Bioenergy & Wastes,334.202
2010,East Lothian,Coal,363.78900000000004
2010,East Lothian,Electricity,725.767
2010,East Lothian,Gas,811.555
2010,East Lothian,Manufactured Fuels,5.939
2010,East Lothian,Petroleum Products,895.309
2010,East Renfrewshire,Bioenergy & Wastes,24.018
2010,East Renfrewshire,Coal,1.115
2010,East Renfrewshire,Electricity,398.395
2010,East Renfrewshire,Gas,810.968
2010,East Renfrewshire,Manufactured Fuels,1.445
2010,East Renfrewshire,Petroleum Products,639.349
2010,Falkirk,Bioenergy & Wastes,46.166000000000004
2010,Falkirk,Coal,3.878
2010,Falkirk,Electricity,1240.738
2010,Falkirk,Gas,1826.564
2010,Falkirk,Manufactured Fuels,612.492
2010,Falkirk,Petroleum Products,15963.775000000001
2010,Fife,Bioenergy & Wastes,100.765
2010,Fife,Coal,732.313
2010,Fife,Electricity,2563.11
2010,Fife,Gas,6281.159000000001
2010,Fife,Manufactured Fuels,39.546
2010,Fife,Petroleum Products,7162.341
2010,Glasgow City,Bioenergy & Wastes,105.69600000000001
2010,Glasgow City,Coal,1.473
2010,Glasgow City,Electricity,4984.046
2010,Glasgow City,Gas,5785.95
2010,Glasgow City,Manufactured Fuels,3.9399999999999995
2010,Glasgow City,Petroleum Products,3393.354
2010,Highland,Bioenergy & Wastes,916.761
2010,Highland,Coal,117.481
2010,Highland,Electricity,2780.4
2010,Highland,Gas,1237.8719999999998
2010,Highland,Manufactured Fuels,16.579
2010,Highland,Petroleum Products,3640.3630000000003
2010,Inverclyde,Bioenergy & Wastes,17.546
2010,Inverclyde,Coal,0.792
2010,Inverclyde,Electricity,569.653
2010,Inverclyde,Gas,718.2860000000001
2010,Inverclyde,Manufactured Fuels,1.3
2010,Inverclyde,Petroleum Products,482.118
2010,Midlothian,Bioenergy & Wastes,23.401
2010,Midlothian,Coal,20.358999999999998
2010,Midlothian,Electricity,535.701
2010,Midlothian,Gas,694.027
2010,Midlothian,Manufactured Fuels,2.4210000000000003
2010,Midlothian,Petroleum Products,643.407
2010,Moray,Bioenergy & Wastes,29.268
2010,Moray,Coal,16.335
2010,Moray,Electricity,854.54
2010,Moray,Gas,1619.252
2010,Moray,Manufactured Fuels,5.068
2010,Moray,Petroleum Products,956.337
2010,Na h-Eileanan Siar,Bioenergy & Wastes,10.73
2010,Na h-Eileanan Siar,Coal,19.357999999999997
2010,Na h-Eileanan Siar,Electricity,219.402
2010,Na h-Eileanan Siar,Gas,0.0
2010,Na h-Eileanan Siar,Manufactured Fuels,2.629
2010,Na h-Eileanan Siar,Petroleum Products,437.69800000000004
2010,North Ayrshire,Bioenergy & Wastes,1758.4809999999998
2010,North Ayrshire,Coal,9.327
2010,North Ayrshire,Electricity,1291.4250000000002
2010,North Ayrshire,Gas,2276.12
2010,North Ayrshire,Manufactured Fuels,3.1399999999999997
2010,North Ayrshire,Petroleum Products,865.5329999999999
2010,North Lanarkshire,Bioenergy & Wastes,105.14200000000001
2010,North Lanarkshire,Coal,5.767
2010,North Lanarkshire,Electricity,2414.241
2010,North Lanarkshire,Gas,3147.7760000000003
2010,North Lanarkshire,Manufactured Fuels,43.831
2010,North Lanarkshire,Petroleum Products,2875.853
2010,Orkney Islands,Bioenergy & Wastes,7.29
2010,Orkney Islands,Coal,13.287
2010,Orkney Islands,Electricity,215.05599999999998
2010,Orkney Islands,Gas,0.0
2010,Orkney Islands,Manufactured Fuels,2.066
2010,Orkney Islands,Petroleum Products,358.024
2010,Perth and Kinross,Bioenergy & Wastes,80.57199999999999
2010,Perth and Kinross,Coal,18.607
2010,Perth and Kinross,Electricity,1251.592
2010,Perth and Kinross,Gas,1050.537
2010,Perth and Kinross,Manufactured Fuels,6.911
2010,Perth and Kinross,Petroleum Products,2551.4759999999997
2010,Renfrewshire,Bioenergy & Wastes,40.71
2010,Renfrewshire,Coal,1.264
2010,Renfrewshire,Electricity,1436.7240000000002
2010,Renfrewshire,Gas,1771.16
2010,Renfrewshire,Manufactured Fuels,1.203
2010,Renfrewshire,Petroleum Products,1301.495
2010,Scottish Borders,Bioenergy & Wastes,43.711
2010,Scottish Borders,Coal,84.644
2010,Scottish Borders,Electricity,926.825
2010,Scottish Borders,Gas,865.487
2010,Scottish Borders,Manufactured Fuels,6.348
2010,Scottish Borders,Petroleum Products,1585.491
2010,Shetland Islands,Bioenergy & Wastes,8.725999999999999
2010,Shetland Islands,Coal,16.131
2010,Shetland Islands,Electricity,294.652
2010,Shetland Islands,Gas,0.0
2010,Shetland Islands,Manufactured Fuels,2.292
2010,Shetland Islands,Petroleum Products,371.046
2010,South Ayrshire,Bioenergy & Wastes,34.604
2010,South Ayrshire,Coal,22.253
2010,South Ayrshire,Electricity,841.856
2010,South Ayrshire,Gas,1297.344
2010,South Ayrshire,Manufactured Fuels,6.365
2010,South Ayrshire,Petroleum Products,1185.515
2010,South Lanarkshire,Bioenergy & Wastes,94.729
2010,South Lanarkshire,Coal,25.093
2010,South Lanarkshire,Electricity,2070.737
2010,South Lanarkshire,Gas,2731.719
2010,South Lanarkshire,Manufactured Fuels,16.017
2010,South Lanarkshire,Petroleum Products,2916.673
2010,Stirling,Bioenergy & Wastes,246.419
2010,Stirling,Coal,8.136999999999999
2010,Stirling,Electricity,847.081
2010,Stirling,Gas,1351.285
2010,Stirling,Manufactured Fuels,4.586
2010,Stirling,Petroleum Products,1193.2820000000002
2010,West Dunbartonshire,Bioenergy & Wastes,17.843
2010,West Dunbartonshire,Coal,0.386
2010,West Dunbartonshire,Electricity,639.9399999999999
2010,West Dunbartonshire,Gas,842.863
2010,West Dunbartonshire,Manufactured Fuels,0.5900000000000001
2010,West Dunbartonshire,Petroleum Products,582.533
2010,West Lothian,Bioenergy & Wastes,55.351
2010,West Lothian,Coal,3.516
2010,West Lothian,Electricity,1465.985
2010,West Lothian,Gas,1997.0320000000002
2010,West Lothian,Manufactured Fuels,9.290000000000001
2010,West Lothian,Petroleum Products,1614.285
2011,Aberdeen City,Bioenergy & Wastes,47.667
2011,Aberdeen City,Coal,38.603
2011,Aberdeen City,Electricity,2118.129
2011,Aberdeen City,Gas,2471.4809999999998
2011,Aberdeen City,Manufactured Fuels,21.428
2011,Aberdeen City,Petroleum Products,1408.053
2011,Aberdeenshire,Bioenergy & Wastes,94.268
2011,Aberdeenshire,Coal,73.0
2011,Aberdeenshire,Electricity,1856.3490000000002
2011,Aberdeenshire,Gas,1422.646
2011,Aberdeenshire,Manufactured Fuels,28.606
2011,Aberdeenshire,Petroleum Products,3393.217
2011,Angus,Bioenergy & Wastes,37.872
2011,Angus,Coal,18.113000000000003
2011,Angus,Electricity,842.885
2011,Angus,Gas,920.924
2011,Angus,Manufactured Fuels,4.221
2011,Angus,Petroleum Products,1212.152
2011,Argyll and Bute,Bioenergy & Wastes,37.207
2011,Argyll and Bute,Coal,42.989999999999995
2011,Argyll and Bute,Electricity,750.173
2011,Argyll and Bute,Gas,475.868
2011,Argyll and Bute,Manufactured Fuels,5.841
2011,Argyll and Bute,Petroleum Products,1128.9360000000001
2011,City of Edinburgh,Bioenergy & Wastes,95.906
2011,City of Edinburgh,Coal,23.93
2011,City of Edinburgh,Electricity,4062.865
2011,City of Edinburgh,Gas,4796.449
2011,City of Edinburgh,Manufactured Fuels,3.4819999999999998
2011,City of Edinburgh,Petroleum Products,3020.761
2011,Clackmannanshire,Bioenergy & Wastes,10.684999999999999
2011,Clackmannanshire,Coal,1.7069999999999999
2011,Clackmannanshire,Electricity,568.226
2011,Clackmannanshire,Gas,1168.158
2011,Clackmannanshire,Manufactured Fuels,4.6
2011,Clackmannanshire,Petroleum Products,295.446
2011,Dumfries and Galloway,Bioenergy & Wastes,146.323
2011,Dumfries and Galloway,Coal,72.752
2011,Dumfries and Galloway,Electricity,1452.729
2011,Dumfries and Galloway,Gas,1220.319
2011,Dumfries and Galloway,Manufactured Fuels,35.29
2011,Dumfries and Galloway,Petroleum Products,2796.419
2011,Dundee City,Bioenergy & Wastes,24.641000000000002
2011,Dundee City,Coal,0.373
2011,Dundee City,Electricity,1191.326
2011,Dundee City,Gas,1425.476
2011,Dundee City,Manufactured Fuels,0.494
2011,Dundee City,Petroleum Products,944.9649999999999
2011,East Ayrshire,Bioenergy & Wastes,221.08300000000003
2011,East Ayrshire,Coal,67.343
2011,East Ayrshire,Electricity,747.395
2011,East Ayrshire,Gas,1132.158
2011,East Ayrshire,Manufactured Fuels,4.862
2011,East Ayrshire,Petroleum Products,1087.193
2011,East Dunbartonshire,Bioenergy & Wastes,17.1
2011,East Dunbartonshire,Coal,1.731
2011,East Dunbartonshire,Electricity,573.239
