FeatureName,DateCode,Value,Energy Type,Energy Consuming Sector
South Lanarkshire,2014,2.056,Bioenergy & Wastes,Commercial
South Lanarkshire,2015,8.372,Bioenergy & Wastes,Commercial
South Lanarkshire,2014,229.454,Petroleum Products,Industrial
South Lanarkshire,2015,6.902,Bioenergy & Wastes,Industrial
South Lanarkshire,2014,13.006,Manufactured Fuels,Industrial
South Lanarkshire,2014,360.421,Gas,Industrial
South Lanarkshire,2014,2.603,Petroleum Products,Commercial
South Lanarkshire,2006,350.735,Petroleum Products,Industrial
South Lanarkshire,2006,3.701,Petroleum Products,Commercial
South Lanarkshire,2007,1.333,Bioenergy & Wastes,Industrial
South Lanarkshire,2007,0.335,Bioenergy & Wastes,Commercial
South Lanarkshire,2006,447.528,Gas,Industrial
South Lanarkshire,2006,422.256,Gas,Commercial
South Lanarkshire,2006,5.149,Manufactured Fuels,Industrial
South Lanarkshire,2007,5.002,Manufactured Fuels,Industrial
South Lanarkshire,2007,465.732,Gas,Industrial
South Lanarkshire,2007,3.477,Petroleum Products,Commercial
South Lanarkshire,2007,4.409,Coal,Industrial
South Lanarkshire,2007,0.146,Coal,Commercial
South Lanarkshire,2007,439.431,Gas,Commercial
South Lanarkshire,2005,456.968,Gas,Commercial
South Lanarkshire,2005,6.641,Coal,Industrial
South Lanarkshire,2005,4.112,Manufactured Fuels,Industrial
South Lanarkshire,2005,484.318,Gas,Industrial
South Lanarkshire,2005,1.659,Bioenergy & Wastes,Industrial
South Lanarkshire,2005,0.417,Bioenergy & Wastes,Commercial
South Lanarkshire,2005,0.144,Coal,Commercial
South Lanarkshire,2006,0.201,Coal,Commercial
South Lanarkshire,2006,3.613,Bioenergy & Wastes,Industrial
South Lanarkshire,2006,7.003,Coal,Industrial
South Lanarkshire,2005,375.399,Petroleum Products,Industrial
South Lanarkshire,2005,4.838,Petroleum Products,Commercial
South Lanarkshire,2006,0.908,Bioenergy & Wastes,Commercial
South Lanarkshire,2009,2.262,Petroleum Products,Commercial
South Lanarkshire,2009,10.739,Manufactured Fuels,Industrial
South Lanarkshire,2010,0.061,Bioenergy & Wastes,Commercial
South Lanarkshire,2009,265.217,Petroleum Products,Industrial
South Lanarkshire,2009,346.629,Gas,Commercial
South Lanarkshire,2009,10.842,Coal,Industrial
South Lanarkshire,2009,367.375,Gas,Industrial
South Lanarkshire,2010,395.092,Gas,Industrial
South Lanarkshire,2010,372.781,Gas,Commercial
South Lanarkshire,2010,10.574,Manufactured Fuels,Industrial
South Lanarkshire,2010,0.165,Coal,Commercial
South Lanarkshire,2010,0.243,Bioenergy & Wastes,Industrial
South Lanarkshire,2010,15.37,Coal,Industrial
South Lanarkshire,2008,8.369,Coal,Industrial
South Lanarkshire,2008,0.258,Coal,Commercial
South Lanarkshire,2008,476.347,Gas,Industrial
South Lanarkshire,2008,449.447,Gas,Commercial
South Lanarkshire,2008,0.624,Bioenergy & Wastes,Commercial
South Lanarkshire,2007,350.255,Petroleum Products,Industrial
South Lanarkshire,2008,2.483,Bioenergy & Wastes,Industrial
South Lanarkshire,2009,1.208,Bioenergy & Wastes,Industrial
South Lanarkshire,2009,0.304,Bioenergy & Wastes,Commercial
South Lanarkshire,2009,0.933,Coal,Commercial
South Lanarkshire,2008,3.243,Petroleum Products,Commercial
South Lanarkshire,2008,13.847,Manufactured Fuels,Industrial
South Lanarkshire,2008,292.763,Petroleum Products,Industrial
South Lanarkshire,2014,4.208,Coal,Domestic
South Lanarkshire,2014,4.205,Coal,Public Sector
South Lanarkshire,2014,16.473,Bioenergy & Wastes,Domestic
South Lanarkshire,2014,0.0,Coal,Agriculture
South Lanarkshire,2014,622.762,Electricity,Domestic
South Lanarkshire,2014,609.61,Electricity,Industrial & Commercial
South Lanarkshire,2014,0.0,Coal,Rail
South Lanarkshire,2011,30.264,Petroleum Products,Rail
South Lanarkshire,2011,2.53,Petroleum Products,Public Sector
South Lanarkshire,2011,2290.242,Petroleum Products,Road Transport
South Lanarkshire,2013,31.283,Petroleum Products,Rail
South Lanarkshire,2013,2332.927,Petroleum Products,Road Transport
South Lanarkshire,2011,130.532,Petroleum Products,Domestic
South Lanarkshire,2015,0.0,Coal,Agriculture
South Lanarkshire,2015,4.236,Coal,Domestic
South Lanarkshire,2014,2358.993,Petroleum Products,Road Transport
South Lanarkshire,2015,19.924,Bioenergy & Wastes,Domestic
South Lanarkshire,2015,0.0,Coal,Rail
South Lanarkshire,2015,624.08,Electricity,Domestic
South Lanarkshire,2015,0.542,Coal,Public Sector
South Lanarkshire,2014,6.264,Manufactured Fuels,Domestic
South Lanarkshire,2014,117.732,Petroleum Products,Agriculture
South Lanarkshire,2014,1830.018,Gas,Domestic
South Lanarkshire,2014,0.672,Petroleum Products,Public Sector
South Lanarkshire,2014,31.871,Petroleum Products,Rail
South Lanarkshire,2014,119.842,Petroleum Products,Domestic
South Lanarkshire,2013,4.038,Coal,Public Sector
South Lanarkshire,2013,4.928,Coal,Domestic
South Lanarkshire,2013,630.829,Electricity,Domestic
South Lanarkshire,2013,0.0,Coal,Rail
South Lanarkshire,2013,17.587,Bioenergy & Wastes,Domestic
South Lanarkshire,2012,2333.238,Petroleum Products,Road Transport
South Lanarkshire,2013,0.0,Coal,Agriculture
South Lanarkshire,2013,134.193,Petroleum Products,Domestic
South Lanarkshire,2013,116.669,Petroleum Products,Agriculture
South Lanarkshire,2013,0.434,Petroleum Products,Public Sector
South Lanarkshire,2013,1852.989,Gas,Domestic
South Lanarkshire,2013,646.187,Electricity,Industrial & Commercial
South Lanarkshire,2013,5.936,Manufactured Fuels,Domestic
South Lanarkshire,2012,0.0,Coal,Rail
South Lanarkshire,2012,3.712,Coal,Public Sector
South Lanarkshire,2012,650.187,Electricity,Industrial & Commercial
South Lanarkshire,2012,650.991,Electricity,Domestic
South Lanarkshire,2012,0.04,Coal,Agriculture
South Lanarkshire,2012,15.038,Bioenergy & Wastes,Domestic
South Lanarkshire,2012,5.134,Coal,Domestic
South Lanarkshire,2012,1.015,Petroleum Products,Public Sector
South Lanarkshire,2012,130.133,Petroleum Products,Domestic
South Lanarkshire,2012,31.451,Petroleum Products,Rail
South Lanarkshire,2012,6.225,Manufactured Fuels,Domestic
South Lanarkshire,2012,1888.914,Gas,Domestic
South Lanarkshire,2012,118.074,Petroleum Products,Agriculture
South Lanarkshire,2017,29.23,Petroleum Products,Rail
South Lanarkshire,2017,2576.181,Petroleum Products,Road Transport
South Lanarkshire,2017,115.484,Petroleum Products,Domestic
South Lanarkshire,2017,0.645,Petroleum Products,Public Sector
South Lanarkshire,2018,0.0,Coal,Agriculture
South Lanarkshire,2018,4.017,Coal,Domestic
South Lanarkshire,2018,26.242,Bioenergy & Wastes,Domestic
South Lanarkshire,2017,582.022,Electricity,Domestic
South Lanarkshire,2017,594.41,Electricity,Industrial & Commercial
South Lanarkshire,2017,0.0,Coal,Rail
South Lanarkshire,2017,7.236,Manufactured Fuels,Domestic
South Lanarkshire,2017,127.99,Petroleum Products,Agriculture
South Lanarkshire,2017,1880.223,Gas,Domestic
South Lanarkshire,2018,0.652,Petroleum Products,Public Sector
South Lanarkshire,2018,27.517,Petroleum Products,Rail
South Lanarkshire,2018,127.536,Petroleum Products,Agriculture
South Lanarkshire,2018,121.072,Petroleum Products,Domestic
South Lanarkshire,2016,2.496,Petroleum Products,Commercial
South Lanarkshire,2016,3.847,Manufactured Fuels,Industrial
South Lanarkshire,2018,2531.012,Petroleum Products,Road Transport
South Lanarkshire,2018,0.0,Coal,Rail
South Lanarkshire,2018,557.67,Electricity,Domestic
South Lanarkshire,2018,0.565,Coal,Public Sector
South Lanarkshire,2018,1876.776,Gas,Domestic
South Lanarkshire,2018,7.502,Manufactured Fuels,Domestic
South Lanarkshire,2018,581.515,Electricity,Industrial & Commercial
South Lanarkshire,2016,22.375,Bioenergy & Wastes,Domestic
South Lanarkshire,2016,0.0,Coal,Agriculture
South Lanarkshire,2015,30.424,Petroleum Products,Rail
South Lanarkshire,2015,2389.95,Petroleum Products,Road Transport
South Lanarkshire,2016,0.539,Coal,Public Sector
South Lanarkshire,2016,0.0,Coal,Rail
South Lanarkshire,2016,4.202,Coal,Domestic
South Lanarkshire,2015,1810.991,Gas,Domestic
South Lanarkshire,2015,6.642,Manufactured Fuels,Domestic
South Lanarkshire,2015,643.388,Electricity,Industrial & Commercial
South Lanarkshire,2015,120.12,Petroleum Products,Domestic
South Lanarkshire,2015,0.73,Petroleum Products,Public Sector
South Lanarkshire,2015,122.303,Petroleum Products,Agriculture
South Lanarkshire,2016,2438.327,Petroleum Products,Road Transport
South Lanarkshire,2017,23.163,Bioenergy & Wastes,Domestic
South Lanarkshire,2016,0.739,Petroleum Products,Public Sector
South Lanarkshire,2016,29.669,Petroleum Products,Rail
South Lanarkshire,2017,4.105,Coal,Domestic
South Lanarkshire,2017,0.521,Coal,Public Sector
South Lanarkshire,2017,0.0,Coal,Agriculture
South Lanarkshire,2016,578.149,Electricity,Industrial & Commercial
South Lanarkshire,2016,1842.299,Gas,Domestic
South Lanarkshire,2016,588.374,Electricity,Domestic
South Lanarkshire,2016,129.243,Petroleum Products,Agriculture
South Lanarkshire,2016,121.187,Petroleum Products,Domestic
South Lanarkshire,2016,6.463,Manufactured Fuels,Domestic
Stirling,2010,3.576,Petroleum Products,Commercial
Stirling,2010,63.582,Petroleum Products,Industrial
Stirling,2010,0.985,Manufactured Fuels,Industrial
Stirling,2011,190.454,Bioenergy & Wastes,Industrial
Stirling,2011,40.403,Bioenergy & Wastes,Commercial
Stirling,2010,1.688,Coal,Industrial
Stirling,2010,0.296,Coal,Commercial
Stirling,2010,419.028,Gas,Industrial
Stirling,2010,395.365,Gas,Commercial
Stirling,2014,126.127,Bioenergy & Wastes,Commercial
Stirling,2014,452.004,Bioenergy & Wastes,Industrial
Stirling,2013,46.645,Petroleum Products,Industrial
Stirling,2014,2.311,Coal,Industrial
Stirling,2014,0.365,Coal,Commercial
Stirling,2013,366.626,Gas,Commercial
Stirling,2013,370.153,Gas,Industrial
Stirling,2013,1.944,Coal,Industrial
Stirling,2013,3.267,Petroleum Products,Commercial
Stirling,2013,1.468,Manufactured Fuels,Industrial
Stirling,2015,321.38,Bioenergy & Wastes,Commercial
Stirling,2015,264.929,Bioenergy & Wastes,Industrial
Stirling,2014,53.226,Petroleum Products,Industrial
Stirling,2015,1.747,Coal,Industrial
Stirling,2015,0.389,Coal,Commercial
Stirling,2014,402.957,Gas,Industrial
Stirling,2014,349.751,Gas,Commercial
Stirling,2014,3.745,Petroleum Products,Commercial
Stirling,2014,1.735,Manufactured Fuels,Industrial
Stirling,2011,54.161,Petroleum Products,Industrial
Stirling,2012,42.907,Bioenergy & Wastes,Commercial
Stirling,2011,3.532,Petroleum Products,Commercial
Stirling,2012,0.364,Coal,Commercial
Stirling,2012,177.195,Bioenergy & Wastes,Industrial
Stirling,2011,1.342,Coal,Industrial
Stirling,2011,350.61,Gas,Commercial
Stirling,2011,0.462,Coal,Commercial
Stirling,2011,1.199,Manufactured Fuels,Industrial
Stirling,2011,424.218,Gas,Industrial
Stirling,2012,53.485,Petroleum Products,Industrial
Stirling,2013,136.905,Bioenergy & Wastes,Commercial
Stirling,2012,2.998,Petroleum Products,Commercial
Stirling,2013,0.408,Coal,Commercial
Stirling,2013,444.092,Bioenergy & Wastes,Industrial
Stirling,2012,380.731,Gas,Commercial
Stirling,2012,1.576,Coal,Industrial
Stirling,2012,1.469,Manufactured Fuels,Industrial
Stirling,2012,387.282,Gas,Industrial
Stirling,2007,1041.466,Petroleum Products,Road Transport
Stirling,2008,5.127,Bioenergy & Wastes,Domestic
Stirling,2007,19.611,Petroleum Products,Rail
Stirling,2008,4.167,Coal,Domestic
Stirling,2008,1.657,Coal,Public Sector
Stirling,2008,0.084,Coal,Agriculture
Stirling,2007,4.958,Manufactured Fuels,Domestic
Stirling,2007,58.532,Petroleum Products,Agriculture
Stirling,2007,585.466,Gas,Domestic
Stirling,2007,2.966,Petroleum Products,Public Sector
Stirling,2007,76.76,Petroleum Products,Domestic
Stirling,2008,83.375,Petroleum Products,Domestic
Stirling,2008,2.133,Petroleum Products,Public Sector
Stirling,2008,57.261,Petroleum Products,Agriculture
Stirling,2008,1009.042,Petroleum Products,Road Transport
Stirling,2008,19.488,Petroleum Products,Rail
Stirling,2008,204.246,Electricity,Domestic
Stirling,2008,315.126,Electricity,Industrial & Commercial
Stirling,2008,0.0,Coal,Rail
Stirling,2008,5.57,Manufactured Fuels,Domestic
Stirling,2008,567.695,Gas,Domestic
Stirling,2006,598.131,Gas,Domestic
Stirling,2006,5.308,Manufactured Fuels,Domestic
Stirling,2006,367.822,Electricity,Industrial & Commercial
Stirling,2006,89.969,Petroleum Products,Domestic
Stirling,2006,61.591,Petroleum Products,Agriculture
Stirling,2006,3.443,Coal,Domestic
Stirling,2006,1.62,Coal,Public Sector
Stirling,2006,0.084,Coal,Agriculture
Stirling,2006,215.946,Electricity,Domestic
Stirling,2006,0.0,Coal,Rail
Stirling,2007,1.851,Coal,Public Sector
Stirling,2007,0.0,Coal,Rail
Stirling,2007,3.94,Coal,Domestic
Stirling,2007,336.165,Electricity,Industrial & Commercial
Stirling,2007,213.701,Electricity,Domestic
Stirling,2006,18.21,Petroleum Products,Rail
Stirling,2006,1018.252,Petroleum Products,Road Transport
Stirling,2006,2.471,Petroleum Products,Public Sector
Stirling,2007,0.067,Coal,Agriculture
Stirling,2007,7.521,Bioenergy & Wastes,Domestic
Stirling,2010,19.477,Petroleum Products,Rail
Stirling,2010,954.821,Petroleum Products,Road Transport
Stirling,2010,0.999,Petroleum Products,Public Sector
Stirling,2011,0.026,Coal,Agriculture
Stirling,2011,6.657,Bioenergy & Wastes,Domestic
Stirling,2010,536.892,Gas,Domestic
Stirling,2010,3.601,Manufactured Fuels,Domestic
Stirling,2010,319.792,Electricity,Industrial & Commercial
Stirling,2010,92.548,Petroleum Products,Domestic
Stirling,2010,58.279,Petroleum Products,Agriculture
Stirling,2011,3.48,Manufactured Fuels,Domestic
Stirling,2011,59.267,Petroleum Products,Agriculture
Stirling,2011,510.731,Gas,Domestic
Stirling,2011,1.848,Petroleum Products,Public Sector
Stirling,2011,70.971,Petroleum Products,Domestic
Stirling,2011,1.793,Coal,Public Sector
Stirling,2011,0.0,Coal,Rail
Stirling,2011,4.304,Coal,Domestic
Stirling,2011,309.007,Electricity,Industrial & Commercial
Stirling,2011,198.493,Electricity,Domestic
Stirling,2009,303.94,Electricity,Industrial & Commercial
Stirling,2009,532.61,Gas,Domestic
Stirling,2009,206.213,Electricity,Domestic
Stirling,2009,57.695,Petroleum Products,Agriculture
Stirling,2009,3.375,Manufactured Fuels,Domestic
Stirling,2009,0.0,Coal,Agriculture
Stirling,2009,4.176,Coal,Domestic
Stirling,2009,5.532,Bioenergy & Wastes,Domestic
Stirling,2009,0.0,Coal,Rail
Stirling,2009,1.728,Coal,Public Sector
Stirling,2010,4.358,Coal,Domestic
Stirling,2010,1.769,Coal,Public Sector
Stirling,2010,0.026,Coal,Agriculture
Stirling,2010,207.497,Electricity,Domestic
Stirling,2010,0.0,Coal,Rail
Stirling,2009,1.29,Petroleum Products,Public Sector
Stirling,2009,19.394,Petroleum Products,Rail
Stirling,2009,80.849,Petroleum Products,Domestic
Stirling,2010,7.511,Bioenergy & Wastes,Domestic
Stirling,2009,974.775,Petroleum Products,Road Transport
Stirling,2018,123.567,Electricity,Commercial
Stirling,2018,163.922,Electricity,Industrial
Stirling,2017,175.517,Electricity,Industrial
Stirling,2019,136.319,Electricity,Industrial
Stirling,2019,135.302,Electricity,Commercial
Stirling,2015,158.305,Electricity,Industrial
Stirling,2016,106.666,Electricity,Commercial
Stirling,2015,127.363,Electricity,Commercial
Stirling,2017,101.421,Electricity,Commercial
Stirling,2016,184.593,Electricity,Industrial
Stirling,2020,0.2,Coal,Commercial
Stirling,2020,2.875,Coal,Domestic
Stirling,2020,0.0,Coal,Agriculture
Stirling,2020,0.203,Coal,Public Sector
Stirling,2020,1.135,Coal,Industrial
Stirling,2020,44.541,Bioenergy & Wastes,Road Transport
Stirling,2020,15.492,Bioenergy & Wastes,Domestic
Stirling,2020,412.1,Bioenergy & Wastes,Industrial
Stirling,2020,275.338,Bioenergy & Wastes,Commercial
Stirling,2008,129.366,Electricity,Commercial
Stirling,2008,185.761,Electricity,Industrial
Stirling,2007,199.076,Electricity,Industrial
Stirling,2009,172.325,Electricity,Industrial
Stirling,2009,131.615,Electricity,Commercial
Stirling,2005,208.074,Electricity,Industrial
Stirling,2006,148.285,Electricity,Commercial
Stirling,2005,141.408,Electricity,Commercial
Stirling,2007,137.089,Electricity,Commercial
Stirling,2006,219.537,Electricity,Industrial
Stirling,2013,134.82,Electricity,Commercial
Stirling,2013,165.822,Electricity,Industrial
Stirling,2012,170.822,Electricity,Industrial
Stirling,2014,147.95,Electricity,Industrial
Stirling,2014,119.076,Electricity,Commercial
Stirling,2010,182.87,Electricity,Industrial
Stirling,2011,132.932,Electricity,Commercial
Stirling,2010,136.922,Electricity,Commercial
Stirling,2012,135.157,Electricity,Commercial
Stirling,2011,176.076,Electricity,Industrial
Stirling,2005,0.151,Coal,Agriculture
Stirling,2005,3.828,Coal,Domestic
Stirling,2005,8.363,Bioenergy & Wastes,Domestic
Stirling,2005,0.0,Coal,Rail
Stirling,2005,1.811,Coal,Public Sector
Stirling,2020,0.477,Petroleum Products,Public Sector
Stirling,2020,14.227,Petroleum Products,Rail
Stirling,2020,50.455,Petroleum Products,Industrial
Stirling,2020,750.395,Petroleum Products,Road Transport
Stirling,2005,6.504,Petroleum Products,Public Sector
Stirling,2005,18.397,Petroleum Products,Rail
Stirling,2005,84.119,Petroleum Products,Domestic
Stirling,2006,9.408,Bioenergy & Wastes,Domestic
Stirling,2005,967.972,Petroleum Products,Road Transport
Stirling,2005,349.482,Electricity,Industrial & Commercial
Stirling,2005,610.459,Gas,Domestic
Stirling,2005,221.982,Electricity,Domestic
Stirling,2005,64.511,Petroleum Products,Agriculture
Stirling,2005,5.619,Manufactured Fuels,Domestic
Stirling,2020,179.812,Electricity,Domestic
Stirling,2020,131.553,Electricity,Industrial
Stirling,2020,115.428,Electricity,Commercial
Stirling,2020,246.982,Electricity,Industrial & Commercial
Stirling,2020,0.0,Coal,Rail
Stirling,2020,64.976,Petroleum Products,Agriculture
Stirling,2020,0.545,Manufactured Fuels,Industrial
Stirling,2020,66.099,Petroleum Products,Domestic
Stirling,2020,0.762,Petroleum Products,Commercial
Stirling,2020,513.195,Gas,Domestic
Stirling,2020,387.516,Gas,Industrial
Stirling,2020,316.86,Gas,Commercial
Stirling,2020,4.492,Manufactured Fuels,Domestic
Stirling,2016,52.358,Petroleum Products,Industrial
Stirling,2016,1.666,Petroleum Products,Commercial
Stirling,2017,296.175,Bioenergy & Wastes,Commercial
Stirling,2016,522.873,Gas,Industrial
Stirling,2016,0.364,Manufactured Fuels,Industrial
Stirling,2017,227.405,Gas,Commercial
Stirling,2017,2.301,Coal,Industrial
Stirling,2017,493.457,Gas,Industrial
Stirling,2017,427.384,Bioenergy & Wastes,Industrial
Stirling,2017,0.199,Coal,Commercial
Stirling,2015,2.083,Petroleum Products,Commercial
Stirling,2015,0.91,Manufactured Fuels,Industrial
Stirling,2015,55.976,Petroleum Products,Industrial
Stirling,2015,338.551,Gas,Commercial
Stirling,2015,395.245,Gas,Industrial
Stirling,2016,2.188,Coal,Industrial
Stirling,2016,0.36,Coal,Commercial
Stirling,2016,240.961,Gas,Commercial
Stirling,2016,246.034,Bioenergy & Wastes,Commercial
Stirling,2016,355.03,Bioenergy & Wastes,Industrial
Stirling,2018,1.857,Petroleum Products,Commercial
Stirling,2018,57.337,Petroleum Products,Industrial
Stirling,2018,300.251,Bioenergy & Wastes,Commercial
Stirling,2017,55.551,Petroleum Products,Industrial
Stirling,2018,426.142,Bioenergy & Wastes,Industrial
Stirling,2017,0.39,Manufactured Fuels,Industrial
Stirling,2017,1.835,Petroleum Products,Commercial
Stirling,2018,426.351,Gas,Industrial
Stirling,2018,289.253,Gas,Commercial
Stirling,2018,0.4,Manufactured Fuels,Industrial
Stirling,2018,0.197,Coal,Commercial
Stirling,2018,2.082,Coal,Industrial
Stirling,2013,73.054,Petroleum Products,Domestic
Stirling,2013,0.702,Petroleum Products,Public Sector
Stirling,2013,60.229,Petroleum Products,Agriculture
Stirling,2013,917.233,Petroleum Products,Road Transport
Stirling,2014,8.908,Bioenergy & Wastes,Domestic
Stirling,2013,19.358,Petroleum Products,Rail
Stirling,2013,188.219,Electricity,Domestic
Stirling,2013,300.641,Electricity,Industrial & Commercial
Stirling,2013,0.0,Coal,Rail
Stirling,2013,3.846,Manufactured Fuels,Domestic
Stirling,2013,494.091,Gas,Domestic
Stirling,2014,0.0,Coal,Agriculture
Stirling,2012,0.0,Coal,Rail
Stirling,2012,194.545,Electricity,Domestic
Stirling,2012,1.591,Coal,Public Sector
Stirling,2012,508.287,Gas,Domestic
Stirling,2012,305.979,Electricity,Industrial & Commercial
Stirling,2011,938.088,Petroleum Products,Road Transport
Stirling,2012,8.131,Bioenergy & Wastes,Domestic
Stirling,2011,18.63,Petroleum Products,Rail
Stirling,2012,4.111,Coal,Domestic
Stirling,2012,0.028,Coal,Agriculture
Stirling,2013,9.51,Bioenergy & Wastes,Domestic
Stirling,2013,0.0,Coal,Agriculture
Stirling,2012,924.781,Petroleum Products,Road Transport
Stirling,2013,1.75,Coal,Public Sector
Stirling,2013,3.946,Coal,Domestic
Stirling,2012,60.957,Petroleum Products,Agriculture
Stirling,2012,70.928,Petroleum Products,Domestic
Stirling,2012,3.898,Manufactured Fuels,Domestic
Stirling,2012,19.175,Petroleum Products,Rail
Stirling,2012,1.018,Petroleum Products,Public Sector
Stirling,2017,0.0,Coal,Agriculture
Stirling,2017,3.287,Coal,Domestic
Stirling,2017,12.525,Bioenergy & Wastes,Domestic
Stirling,2017,18.52,Petroleum Products,Rail
Stirling,2017,1018.489,Petroleum Products,Road Transport
Stirling,2017,61.617,Petroleum Products,Domestic
Stirling,2017,0.819,Petroleum Products,Public Sector
Stirling,2018,0.0,Coal,Agriculture
Stirling,2018,3.217,Coal,Domestic
Stirling,2018,14.19,Bioenergy & Wastes,Domestic
Stirling,2017,182.667,Electricity,Domestic
Stirling,2017,276.938,Electricity,Industrial & Commercial
Stirling,2017,0.215,Coal,Public Sector
Stirling,2017,0.0,Coal,Rail
Stirling,2017,4.411,Manufactured Fuels,Domestic
Stirling,2017,65.774,Petroleum Products,Agriculture
Stirling,2017,505.589,Gas,Domestic
Stirling,2019,271.621,Electricity,Industrial & Commercial
Stirling,2019,171.912,Electricity,Domestic
Stirling,2019,504.728,Gas,Domestic
Stirling,2019,376.941,Gas,Industrial
Stirling,2019,313.765,Gas,Commercial
Stirling,2019,0.196,Coal,Public Sector
Stirling,2019,0.0,Coal,Rail
Stirling,2019,3.021,Coal,Domestic
Stirling,2019,0.882,Coal,Industrial
Stirling,2019,18.241,Petroleum Products,Rail
Stirling,2019,1025.311,Petroleum Products,Road Transport
Stirling,2019,47.939,Petroleum Products,Industrial
Stirling,2019,0.765,Petroleum Products,Public Sector
Stirling,2018,17.497,Petroleum Products,Rail
Stirling,2018,1039.936,Petroleum Products,Road Transport
Stirling,2019,0.344,Manufactured Fuels,Industrial
Stirling,2019,4.675,Manufactured Fuels,Domestic
Stirling,2019,1.675,Petroleum Products,Commercial
Stirling,2019,61.618,Petroleum Products,Domestic
Stirling,2019,65.677,Petroleum Products,Agriculture
Stirling,2009,28.216,Bioenergy & Wastes,Road Transport
Stirling,2010,32.002,Bioenergy & Wastes,Road Transport
Stirling,2018,64.62,Petroleum Products,Domestic
Stirling,2018,0.824,Petroleum Products,Public Sector
Stirling,2012,24.603,Bioenergy & Wastes,Road Transport
Stirling,2013,28.207,Bioenergy & Wastes,Road Transport
Stirling,2011,29.286,Bioenergy & Wastes,Road Transport
Stirling,2018,174.79,Electricity,Domestic
Stirling,2018,287.489,Electricity,Industrial & Commercial
Stirling,2018,0.234,Coal,Public Sector
Stirling,2018,0.0,Coal,Rail
Stirling,2018,4.551,Manufactured Fuels,Domestic
Stirling,2018,65.528,Petroleum Products,Agriculture
Stirling,2018,500.693,Gas,Domestic
Stirling,2019,295.226,Bioenergy & Wastes,Commercial
Stirling,2019,15.269,Bioenergy & Wastes,Domestic
Stirling,2019,50.454,Bioenergy & Wastes,Road Transport
Stirling,2019,0.0,Coal,Agriculture
Stirling,2019,0.2,Coal,Commercial
Stirling,2019,415.495,Bioenergy & Wastes,Industrial
Stirling,2015,25.766,Bioenergy & Wastes,Road Transport
Stirling,2016,26.413,Bioenergy & Wastes,Road Transport
Stirling,2014,32.299,Bioenergy & Wastes,Road Transport
Stirling,2018,38.518,Bioenergy & Wastes,Road Transport
Stirling,2017,26.734,Bioenergy & Wastes,Road Transport
Stirling,2006,1.258,Manufactured Fuels,Industrial
Stirling,2006,447.911,Gas,Industrial
Stirling,2006,5.241,Petroleum Products,Commercial
Stirling,2006,0.844,Coal,Industrial
Stirling,2006,0.361,Coal,Commercial
Stirling,2006,422.617,Gas,Commercial
Stirling,2007,0.559,Coal,Industrial
Stirling,2007,0.262,Coal,Commercial
Stirling,2007,462.134,Gas,Commercial
Stirling,2007,26.691,Bioenergy & Wastes,Commercial
Stirling,2006,83.38,Petroleum Products,Industrial
Stirling,2007,106.194,Bioenergy & Wastes,Industrial
Stirling,2005,0.676,Coal,Industrial
Stirling,2005,0.259,Coal,Commercial
Stirling,2005,455.302,Gas,Commercial
Stirling,2005,27.486,Bioenergy & Wastes,Commercial
Stirling,2008,23.297,Bioenergy & Wastes,Road Transport
Stirling,2005,109.357,Bioenergy & Wastes,Industrial
Stirling,2006,25.979,Bioenergy & Wastes,Commercial
Stirling,2005,93.857,Petroleum Products,Industrial
Stirling,2006,103.36,Bioenergy & Wastes,Industrial
Stirling,2005,1.258,Manufactured Fuels,Industrial
Stirling,2005,482.552,Gas,Industrial
Stirling,2005,6.793,Petroleum Products,Commercial
Stirling,2009,1.588,Coal,Industrial
Stirling,2009,1.308,Coal,Commercial
Stirling,2009,352.755,Gas,Commercial
Stirling,2009,39.106,Bioenergy & Wastes,Commercial
Stirling,2008,70.759,Petroleum Products,Industrial
Stirling,2009,155.587,Bioenergy & Wastes,Industrial
Stirling,2010,41.559,Bioenergy & Wastes,Commercial
Stirling,2009,61.789,Petroleum Products,Industrial
Stirling,2010,165.347,Bioenergy & Wastes,Industrial
Stirling,2009,0.847,Manufactured Fuels,Industrial
Stirling,2009,373.868,Gas,Industrial
Stirling,2009,3.215,Petroleum Products,Commercial
Stirling,2008,40.155,Bioenergy & Wastes,Commercial
Stirling,2007,79.613,Petroleum Products,Industrial
Stirling,2008,159.758,Bioenergy & Wastes,Industrial
Stirling,2007,1.209,Manufactured Fuels,Industrial
Stirling,2007,489.793,Gas,Industrial
Stirling,2007,4.924,Petroleum Products,Commercial
Stirling,2008,1.194,Manufactured Fuels,Industrial
Stirling,2008,405.413,Gas,Industrial
Stirling,2008,4.628,Petroleum Products,Commercial
Stirling,2008,0.717,Coal,Industrial
Stirling,2008,0.462,Coal,Commercial
Stirling,2008,382.519,Gas,Commercial
Stirling,2015,0.823,Petroleum Products,Public Sector
Stirling,2015,62.838,Petroleum Products,Agriculture
Stirling,2015,63.867,Petroleum Products,Domestic
Stirling,2015,19.091,Petroleum Products,Rail
Stirling,2015,0.234,Coal,Public Sector
Stirling,2015,0.0,Coal,Rail
Stirling,2015,0.0,Coal,Agriculture
Stirling,2015,3.393,Coal,Domestic
Stirling,2015,485.918,Gas,Domestic
Stirling,2015,4.074,Manufactured Fuels,Domestic
Stirling,2015,189.197,Electricity,Domestic
Stirling,2015,285.667,Electricity,Industrial & Commercial
